#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.283304-NODE-283304-length-365-cov-18.9871    -         LSU_rRNA_bacteria    RF02541   hmm     1945     2308      365        2      -     -    6 0.52   0.0  300.2     5e-88 !   -
ERZ477576.28935-NODE-28935-length-1204-cov-18.0653     -         LSU_rRNA_bacteria    RF02541   hmm        3      529      564        2      -     -    6 0.43   3.9  298.9   1.2e-87 !   -
ERZ477576.51961-NODE-51961-length-860-cov-14.1006      -         LSU_rRNA_bacteria    RF02541   hmm     2561     2922      860      494      -     -    6 0.51   0.0  295.6   1.2e-86 !   -
ERZ477576.117321-NODE-117321-length-563-cov-38.0394    -         LSU_rRNA_bacteria    RF02541   hmm     1293     1840      562        2      -     -    6 0.47   1.1  290.1   5.2e-85 !   -
ERZ477576.444875-NODE-444875-length-297-cov-81.0826    -         LSU_rRNA_bacteria    RF02541   hmm     2519     2813        1      295      +     -    6 0.58   0.2  287.1   4.3e-84 !   -
ERZ477576.295346-NODE-295346-length-358-cov-18.8779    -         LSU_rRNA_bacteria    RF02541   hmm     1960     2317      358        1      -     -    6 0.56   0.0  285.7   1.1e-83 !   -
ERZ477576.520184-NODE-520184-length-277-cov-56.8153    -         LSU_rRNA_bacteria    RF02541   hmm     2448     2724        1      277      +     -    6 0.56   0.1  283.1   7.2e-83 !   -
ERZ477576.186074-NODE-186074-length-447-cov-2.33163    -         LSU_rRNA_bacteria    RF02541   hmm      539      989      447        3      -     -    6 0.46   0.5  282.6   9.8e-83 !   -
ERZ477576.246626-NODE-246626-length-390-cov-3.4209     -         LSU_rRNA_bacteria    RF02541   hmm     2029     2426        4      389      +     -    6 0.48   0.0  273.2   6.7e-80 !   -
ERZ477576.56643-NODE-56643-length-821-cov-14.7611      -         LSU_rRNA_bacteria    RF02541   hmm        2      498      458        1      -     -    6 0.44   2.5  272.1   1.5e-79 !   -
ERZ477576.308236-NODE-308236-length-351-cov-16.7736    -         LSU_rRNA_bacteria    RF02541   hmm     1954     2304        1      351      +     -    6 0.49   0.0  270.7   3.8e-79 !   -
ERZ477576.64408-NODE-64408-length-767-cov-2.8118       -         LSU_rRNA_bacteria    RF02541   hmm       18      681       38      704      +     -    6 0.51   6.4  270.1   5.8e-79 !   -
ERZ477576.24731-NODE-24731-length-1323-cov-27.8738     -         LSU_rRNA_bacteria    RF02541   hmm     2588     2922     1322     1000      -     -    6 0.55   0.1  266.6   6.7e-78 !   -
ERZ477576.24762-NODE-24762-length-1322-cov-9.93923     -         LSU_rRNA_bacteria    RF02541   hmm     2588     2922        2      324      +     -    6 0.55   0.2  265.8   1.1e-77 !   -
ERZ477576.49743-NODE-49743-length-881-cov-30.6707      -         LSU_rRNA_bacteria    RF02541   hmm        5      498      436      881      +     -    6 0.43   2.4  265.3   1.6e-77 !   -
ERZ477576.199386-NODE-199386-length-432-cov-10.2812    -         LSU_rRNA_bacteria    RF02541   hmm     1589     1967      358        1      -     -    6 0.49   0.7  264.0   4.1e-77 !   -
ERZ477576.428291-NODE-428291-length-302-cov-109.623    -         LSU_rRNA_bacteria    RF02541   hmm     1705     2011        2      299      +     -    6 0.54   0.1  260.9   3.4e-76 !   -
ERZ477576.58506-NODE-58506-length-807-cov-4.93617      -         LSU_rRNA_bacteria    RF02541   hmm     2588     2915        2      317      +     -    6 0.51   0.0  258.5   1.9e-75 !   -
ERZ477576.286548-NODE-286548-length-363-cov-12.5162    -         LSU_rRNA_bacteria    RF02541   hmm      330      695       12      362      +     -    6 0.49   0.5  253.1   7.9e-74 !   -
ERZ477576.175044-NODE-175044-length-461-cov-1.82512    -         LSU_rRNA_bacteria    RF02541   hmm        5      443       36      460      +     -    6 0.46   0.7  252.5   1.1e-73 !   -
ERZ477576.233878-NODE-233878-length-400-cov-5.47246    -         LSU_rRNA_bacteria    RF02541   hmm      211      611      399        1      -     -    6 0.47   2.2  252.3   1.4e-73 !   -
ERZ477576.49196-NODE-49196-length-887-cov-1.96995      -         LSU_rRNA_bacteria    RF02541   hmm       25      870      739        2      -     -    6 0.29   7.3  252.3   1.4e-73 !   -
ERZ477576.546060-NODE-546060-length-271-cov-18.1574    -         LSU_rRNA_bacteria    RF02541   hmm     2546     2816        1      271      +     -    6 0.55   0.1  250.6   4.3e-73 !   -
ERZ477576.230164-NODE-230164-length-403-cov-6.68103    -         LSU_rRNA_bacteria    RF02541   hmm     1582     1954       13      403      +     -    6 0.51   0.0  249.9   7.2e-73 !   -
ERZ477576.340710-NODE-340710-length-335-cov-6.18929    -         LSU_rRNA_bacteria    RF02541   hmm      527      865      334        1      -     -    6 0.51   1.0  248.9   1.5e-72 !   -
ERZ477576.363541-NODE-363541-length-325-cov-75.8556    -         LSU_rRNA_bacteria    RF02541   hmm     2591     2910        1      324      +     -    6 0.52   0.0  248.6   1.7e-72 !   -
ERZ477576.332953-NODE-332953-length-339-cov-1.49648    -         LSU_rRNA_bacteria    RF02541   hmm      462      804        1      338      +     -    6 0.50   0.6  246.2   9.6e-72 !   -
ERZ477576.290049-NODE-290049-length-361-cov-3.48693    -         LSU_rRNA_bacteria    RF02541   hmm      183      546        1      361      +     -    6 0.56   4.4  244.8   2.4e-71 !   -
ERZ477576.592477-NODE-592477-length-261-cov-55.5874    -         LSU_rRNA_bacteria    RF02541   hmm     2501     2760        1      260      +     -    6 0.57   0.4  242.0   1.7e-70 !   -
ERZ477576.116136-NODE-116136-length-566-cov-2.53425    -         LSU_rRNA_bacteria    RF02541   hmm        3      457       65      565      +     -    6 0.42   1.2  241.7   2.1e-70 !   -
ERZ477576.280096-NODE-280096-length-367-cov-2.72436    -         LSU_rRNA_bacteria    RF02541   hmm      970     1326      358        1      -     -    6 0.51   1.6  239.2   1.2e-69 !   -
ERZ477576.216659-NODE-216659-length-415-cov-2.40278    -         LSU_rRNA_bacteria    RF02541   hmm      304      678      380        2      -     -    6 0.46   0.3  235.7   1.4e-68 !   -
ERZ477576.244553-NODE-244553-length-392-cov-1.39169    -         LSU_rRNA_bacteria    RF02541   hmm     1098     1489      392        9      -     -    6 0.45   0.5  230.8   4.2e-67 !   -
ERZ477576.528799-NODE-528799-length-275-cov-23.6273    -         LSU_rRNA_bacteria    RF02541   hmm     2588     2873      274        1      -     -    6 0.58   0.1  229.9   7.9e-67 !   -
ERZ477576.419032-NODE-419032-length-305-cov-2.632      -         LSU_rRNA_bacteria    RF02541   hmm     2590     2892      305        2      -     -    6 0.58   0.2  227.9   3.2e-66 !   -
ERZ477576.118680-NODE-118680-length-560-cov-2.11485    -         LSU_rRNA_bacteria    RF02541   hmm     2602     2919        2      308      +     -    6 0.51   0.0  225.0   2.4e-65 !   -
ERZ477576.273786-NODE-273786-length-371-cov-44.2437    -         LSU_rRNA_bacteria    RF02541   hmm       69      494        1      371      +     -    6 0.42   0.4  222.1   1.7e-64 !   -
ERZ477576.266246-NODE-266246-length-376-cov-4.4891     -         LSU_rRNA_bacteria    RF02541   hmm      170      515      346        1      -     -    6 0.46   1.2  222.0   1.9e-64 !   -
ERZ477576.371448-NODE-371448-length-322-cov-2.07491    -         LSU_rRNA_bacteria    RF02541   hmm      426      745      322        2      -     -    6 0.50   0.1  220.5   5.2e-64 !   -
ERZ477576.389528-NODE-389528-length-315-cov-2.79615    -         LSU_rRNA_bacteria    RF02541   hmm     2015     2340        2      313      +     -    6 0.50   0.0  219.8   8.7e-64 !   -
ERZ477576.330074-NODE-330074-length-340-cov-16.2351    -         LSU_rRNA_bacteria    RF02541   hmm      788     1120        3      338      +     -    6 0.46   0.1  218.7   1.8e-63 !   -
ERZ477576.328025-NODE-328025-length-341-cov-23.6503    -         LSU_rRNA_bacteria    RF02541   hmm      700     1038        2      340      +     -    6 0.48   0.1  218.7   1.9e-63 !   -
ERZ477576.613700-NODE-613700-length-257-cov-1.76238    -         LSU_rRNA_bacteria    RF02541   hmm     2557     2808        2      254      +     -    6 0.55   0.0  217.9   3.2e-63 !   -
ERZ477576.68190-NODE-68190-length-744-cov-3.08128      -         LSU_rRNA_bacteria    RF02541   hmm       12      449      361      743      +     -    6 0.44   0.5  215.7   1.5e-62 !   -
ERZ477576.223205-NODE-223205-length-409-cov-33.5678    -         LSU_rRNA_bacteria    RF02541   hmm        5      442       20      409      +     -    6 0.43   2.8  214.5   3.4e-62 !   -
ERZ477576.597606-NODE-597606-length-260-cov-3.17073    -         LSU_rRNA_bacteria    RF02541   hmm     2602     2873      260        1      -     -    6 0.57   0.2  213.0   9.4e-62 !   -
ERZ477576.259098-NODE-259098-length-381-cov-2.53988    -         LSU_rRNA_bacteria    RF02541   hmm      108      498      379        1      -     -    6 0.48   0.9  212.9     1e-61 !   -
ERZ477576.455251-NODE-455251-length-294-cov-5.93724    -         LSU_rRNA_bacteria    RF02541   hmm     1673     1967      292        1      -     -    6 0.46   0.1  210.5   5.5e-61 !   -
ERZ477576.200314-NODE-200314-length-431-cov-6.33245    -         LSU_rRNA_bacteria    RF02541   hmm     1491     1894        7      428      +     -    6 0.52   0.5  208.5   2.2e-60 !   -
ERZ477576.448302-NODE-448302-length-296-cov-3.54772    -         LSU_rRNA_bacteria    RF02541   hmm     1036     1337        2      295      +     -    6 0.52   1.0  204.4   3.8e-59 !   -
ERZ477576.484314-NODE-484314-length-286-cov-5.76623    -         LSU_rRNA_bacteria    RF02541   hmm      885     1163        7      285      +     -    6 0.49   0.1  202.9   1.1e-58 !   -
ERZ477576.359022-NODE-359022-length-327-cov-2.03676    -         LSU_rRNA_bacteria    RF02541   hmm       11      379      323        4      -     -    6 0.54   0.1  202.0     2e-58 !   -
ERZ477576.582655-NODE-582655-length-263-cov-113.596    -         LSU_rRNA_bacteria    RF02541   hmm     2199     2461        1      263      +     -    6 0.52   0.0  201.2   3.5e-58 !   -
ERZ477576.104474-NODE-104474-length-597-cov-3.21218    -         LSU_rRNA_bacteria    RF02541   hmm      889     1424      585       53      -     -    6 0.32   0.1  200.8   4.5e-58 !   -
ERZ477576.422341-NODE-422341-length-304-cov-2          -         LSU_rRNA_bacteria    RF02541   hmm     2144     2445      303        2      -     -    6 0.50   0.1  200.1   7.6e-58 !   -
ERZ477576.1073143-NODE-1073143-length-201-cov-112.918  -         LSU_rRNA_bacteria    RF02541   hmm     2515     2714        2      201      +     -    6 0.56   0.3  198.9   1.7e-57 !   -
ERZ477576.286564-NODE-286564-length-363-cov-8.06494    -         LSU_rRNA_bacteria    RF02541   hmm     1289     1754      363        5      -     -    6 0.51   0.4  198.9   1.8e-57 !   -
ERZ477576.512037-NODE-512037-length-279-cov-3.00893    -         LSU_rRNA_bacteria    RF02541   hmm     2028     2304        3      279      +     -    6 0.50   0.0  197.4   4.9e-57 !   -
ERZ477576.216527-NODE-216527-length-415-cov-10.0306    -         LSU_rRNA_bacteria    RF02541   hmm     1293     1704      414        2      -     -    6 0.45   0.2  195.1   2.4e-56 !   -
ERZ477576.776223-NODE-776223-length-233-cov-9.91573    -         LSU_rRNA_bacteria    RF02541   hmm     2256     2486      232        2      -     -    6 0.53   0.6  195.1   2.4e-56 !   -
ERZ477576.921122-NODE-921122-length-218-cov-13.9141    -         LSU_rRNA_bacteria    RF02541   hmm     2271     2486      218        3      -     -    6 0.58   0.7  194.5   3.7e-56 !   -
ERZ477576.99966-NODE-99966-length-611-cov-2.59353      -         LSU_rRNA_bacteria    RF02541   hmm       11      378      242      609      +     -    6 0.45   0.5  193.5   7.2e-56 !   -
ERZ477576.398142-NODE-398142-length-312-cov-2.45136    -         LSU_rRNA_bacteria    RF02541   hmm     1843     2161        1      310      +     -    6 0.41   0.0  192.3   1.7e-55 !   -
ERZ477576.613734-NODE-613734-length-257-cov-1.74752    -         LSU_rRNA_bacteria    RF02541   hmm      442      695      256        2      -     -    6 0.51   0.2  190.0   8.4e-55 !   -
ERZ477576.293765-NODE-293765-length-359-cov-2.53618    -         LSU_rRNA_bacteria    RF02541   hmm     1374     1835        2      358      +     -    6 0.54   0.3  189.3   1.3e-54 !   -
ERZ477576.389409-NODE-389409-length-315-cov-37.1885    -         LSU_rRNA_bacteria    RF02541   hmm     1069     1392      314        1      -     -    6 0.49   0.2  188.8     2e-54 !   -
ERZ477576.221214-NODE-221214-length-411-cov-1.8427     -         LSU_rRNA_bacteria    RF02541   hmm     2627     2919        1      280      +     -    6 0.47   0.0  187.3   5.5e-54 !   -
ERZ477576.658921-NODE-658921-length-249-cov-4.47938    -         LSU_rRNA_bacteria    RF02541   hmm      441      694        1      249      +     -    6 0.49   0.2  186.4     1e-53 !   -
ERZ477576.459645-NODE-459645-length-293-cov-1.53782    -         LSU_rRNA_bacteria    RF02541   hmm      645      927        2      287      +     -    6 0.51   0.3  186.1   1.3e-53 !   -
ERZ477576.520183-NODE-520183-length-277-cov-314.158    -         LSU_rRNA_bacteria    RF02541   hmm     1640     1924      276        1      -     -    6 0.49   0.1  185.3   2.2e-53 !   -
ERZ477576.208205-NODE-208205-length-423-cov-2.44837    -         LSU_rRNA_bacteria    RF02541   hmm     1160     1551      422       40      -     -    6 0.48   2.2  185.1   2.6e-53 !   -
ERZ477576.830626-NODE-830626-length-227-cov-2.35465    -         LSU_rRNA_bacteria    RF02541   hmm     2248     2472        3      227      +     -    6 0.55   0.4  184.9     3e-53 !   -
ERZ477576.653120-NODE-653120-length-250-cov-2.13333    -         LSU_rRNA_bacteria    RF02541   hmm     1696     1952      249        1      -     -    6 0.53   0.1  184.7   3.4e-53 !   -
ERZ477576.349539-NODE-349539-length-331-cov-2.82246    -         LSU_rRNA_bacteria    RF02541   hmm     1591     1884       48      329      +     -    6 0.50   0.3  184.1   5.1e-53 !   -
ERZ477576.381638-NODE-381638-length-318-cov-2.1749     -         LSU_rRNA_bacteria    RF02541   hmm     2645     2921      317       38      -     -    6 0.50   0.0  183.8   6.1e-53 !   -
ERZ477576.235080-NODE-235080-length-399-cov-19.8953    -         LSU_rRNA_bacteria    RF02541   hmm     1293     1688      398        2      -     -    6 0.47   0.1  183.7   6.4e-53 !   -
ERZ477576.143876-NODE-143876-length-508-cov-2.22737    -         LSU_rRNA_bacteria    RF02541   hmm        9      367      166      508      +     -    6 0.43   1.9  183.2   9.2e-53 !   -
ERZ477576.902860-NODE-902860-length-220-cov-1.38182    -         LSU_rRNA_bacteria    RF02541   hmm     2321     2539      220        2      -     -    6 0.53   0.0  182.1     2e-52 !   -
ERZ477576.376380-NODE-376380-length-320-cov-3.12075    -         LSU_rRNA_bacteria    RF02541   hmm      959     1286      320        3      -     -    6 0.49   0.6  182.1   2.1e-52 !   -
ERZ477576.900001-NODE-900001-length-220-cov-6          -         LSU_rRNA_bacteria    RF02541   hmm     2247     2464        3      220      +     -    6 0.61   0.5  181.4   3.3e-52 !   -
ERZ477576.378831-NODE-378831-length-319-cov-79.2576    -         LSU_rRNA_bacteria    RF02541   hmm      121      494      319        1      -     -    6 0.41   1.0  180.9   4.5e-52 !   -
ERZ477576.573274-NODE-573274-length-265-cov-39.4381    -         LSU_rRNA_bacteria    RF02541   hmm      812     1072        2      263      +     -    6 0.55   0.0  180.9   4.7e-52 !   -
ERZ477576.149368-NODE-149368-length-499-cov-1.43243    -         LSU_rRNA_bacteria    RF02541   hmm     1083     1525        7      445      +     -    6 0.51   0.6  179.8   9.8e-52 !   -
ERZ477576.378830-NODE-378830-length-319-cov-185.458    -         LSU_rRNA_bacteria    RF02541   hmm      121      494        1      319      +     -    6 0.41   0.6  179.7     1e-51 !   -
ERZ477576.976913-NODE-976913-length-213-cov-2.03797    -         LSU_rRNA_bacteria    RF02541   hmm     2283     2495      213        1      -     -    6 0.52   0.0  178.5   2.4e-51 !   -
ERZ477576.550513-NODE-550513-length-270-cov-6.8        -         LSU_rRNA_bacteria    RF02541   hmm      768     1034        3      269      +     -    6 0.53   0.1  178.0   3.5e-51 !   -
ERZ477576.82418-NODE-82418-length-674-cov-1.95961      -         LSU_rRNA_bacteria    RF02541   hmm        4      282      370      650      +     -    6 0.56   0.5  177.8     4e-51 !   -
ERZ477576.219863-NODE-219863-length-412-cov-3.10364    -         LSU_rRNA_bacteria    RF02541   hmm     1306     1709        1      412      +     -    6 0.48   0.0  177.8   4.1e-51 !   -
ERZ477576.597539-NODE-597539-length-260-cov-12.8829    -         LSU_rRNA_bacteria    RF02541   hmm      591      839      252        2      -     -    6 0.51   0.2  176.8   7.8e-51 !   -
ERZ477576.161827-NODE-161827-length-479-cov-4.41038    -         LSU_rRNA_bacteria    RF02541   hmm       22      511      473        1      -     -    6 0.49   1.5  176.7   8.8e-51 !   -
ERZ477576.162529-NODE-162529-length-478-cov-3.67849    -         LSU_rRNA_bacteria    RF02541   hmm       22      511      472        1      -     -    6 0.50   3.1  174.2   4.8e-50 !   -
ERZ477576.587101-NODE-587101-length-263-cov-0.716346   -         LSU_rRNA_bacteria    RF02541   hmm     1737     1980        1      263      +     -    6 0.56   0.1  173.7     7e-50 !   -
ERZ477576.153355-NODE-153355-length-492-cov-5.78719    -         LSU_rRNA_bacteria    RF02541   hmm        9      274      240      491      +     -    6 0.46   0.5  173.0   1.1e-49 !   -
ERZ477576.659154-NODE-659154-length-249-cov-2.34536    -         LSU_rRNA_bacteria    RF02541   hmm     1000     1212        2      214      +     -    6 0.52   0.1  173.0   1.1e-49 !   -
ERZ477576.399659-NODE-399659-length-312-cov-1.12451    -         LSU_rRNA_bacteria    RF02541   hmm       45      357        2      311      +     -    6 0.47   1.2  171.5   3.2e-49 !   -
ERZ477576.192162-NODE-192162-length-440-cov-3.27273    -         LSU_rRNA_bacteria    RF02541   hmm       10      272      166      422      +     -    6 0.46   0.5  170.3   7.5e-49 !   -
ERZ477576.49540-NODE-49540-length-883-cov-12.1087      -         LSU_rRNA_bacteria    RF02541   hmm        2      257      628      882      +     -    6 0.51   0.8  170.0   8.7e-49 !   -
ERZ477576.141571-NODE-141571-length-512-cov-3.04595    -         LSU_rRNA_bacteria    RF02541   hmm       10      274      365       41      -     -    6 0.43   0.9  169.7   1.1e-48 !   -
ERZ477576.573331-NODE-573331-length-265-cov-4.41429    -         LSU_rRNA_bacteria    RF02541   hmm     2042     2304        2      265      +     -    6 0.43   0.0  169.2   1.5e-48 !   -
ERZ477576.1077562-NODE-1077562-length-167-cov-207.991  -         LSU_rRNA_bacteria    RF02541   hmm     2434     2600      167        1      -     -    6 0.56   0.0  168.3   2.9e-48 !   -
ERZ477576.569748-NODE-569748-length-266-cov-1.5545     -         LSU_rRNA_bacteria    RF02541   hmm     1993     2256      266        3      -     -    6 0.51   0.0  168.0   3.7e-48 !   -
ERZ477576.694284-NODE-694284-length-244-cov-1.21164    -         LSU_rRNA_bacteria    RF02541   hmm     2541     2782        2      242      +     -    6 0.49   0.0  167.7   4.3e-48 !   -
ERZ477576.744876-NODE-744876-length-237-cov-1.50549    -         LSU_rRNA_bacteria    RF02541   hmm     2648     2893      235        2      -     -    6 0.53   0.1  167.1   6.5e-48 !   -
ERZ477576.170448-NODE-170448-length-467-cov-2.42233    -         LSU_rRNA_bacteria    RF02541   hmm        4      275      206      463      +     -    6 0.45   0.6  166.2   1.2e-47 !   -
ERZ477576.352421-NODE-352421-length-330-cov-1.51273    -         LSU_rRNA_bacteria    RF02541   hmm        3      284      304       25      -     -    6 0.45   0.3  165.5   2.1e-47 !   -
ERZ477576.491991-NODE-491991-length-284-cov-4.20087    -         LSU_rRNA_bacteria    RF02541   hmm      996     1286      283        3      -     -    6 0.48   0.5  164.5   4.1e-47 !   -
ERZ477576.528810-NODE-528810-length-275-cov-10.7773    -         LSU_rRNA_bacteria    RF02541   hmm      177      499        2      275      +     -    6 0.54   0.1  164.0   5.7e-47 !   -
ERZ477576.577920-NODE-577920-length-264-cov-14.7081    -         LSU_rRNA_bacteria    RF02541   hmm      767     1029      263        1      -     -    6 0.51   0.1  163.1     1e-46 !   -
ERZ477576.859445-NODE-859445-length-224-cov-7.80473    -         LSU_rRNA_bacteria    RF02541   hmm      652      873        5      224      +     -    6 0.51   0.1  162.3   1.9e-46 !   -
ERZ477576.587434-NODE-587434-length-262-cov-7.80193    -         LSU_rRNA_bacteria    RF02541   hmm     1651     1894        1      259      +     -    6 0.46   0.2  161.8   2.7e-46 !   -
ERZ477576.330069-NODE-330069-length-340-cov-34.5333    -         LSU_rRNA_bacteria    RF02541   hmm     1262     1702        3      337      +     -    6 0.45   0.2  160.1   8.5e-46 !   -
ERZ477576.459468-NODE-459468-length-293-cov-1.64286    -         LSU_rRNA_bacteria    RF02541   hmm     1082     1366      288        2      -     -    6 0.49   0.2  160.1   8.7e-46 !   -
ERZ477576.290104-NODE-290104-length-361-cov-2.66667    -         LSU_rRNA_bacteria    RF02541   hmm     1291     1653      361        1      -     -    6 0.53   0.1  159.9   9.7e-46 !   -
ERZ477576.715863-NODE-715863-length-241-cov-1.20968    -         LSU_rRNA_bacteria    RF02541   hmm     2066     2305      239        1      -     -    6 0.54   0.1  159.7   1.1e-45 !   -
ERZ477576.999132-NODE-999132-length-211-cov-81.1346    -         LSU_rRNA_bacteria    RF02541   hmm     2292     2502        1      211      +     -    6 0.51   0.5  158.4   2.9e-45 !   -
ERZ477576.953998-NODE-953998-length-215-cov-4.0875     -         LSU_rRNA_bacteria    RF02541   hmm      641      854      213        1      -     -    6 0.52   0.5  158.1   3.5e-45 !   -
ERZ477576.39515-NODE-39515-length-1002-cov-1.56494     -         LSU_rRNA_bacteria    RF02541   hmm     2657     2912     1000      758      -     -    6 0.49   0.0  156.4   1.1e-44 !   -
ERZ477576.794746-NODE-794746-length-231-cov-1.73864    -         LSU_rRNA_bacteria    RF02541   hmm      469      701      231        3      -     -    6 0.49   0.2  155.0   2.9e-44 !   -
ERZ477576.356300-NODE-356300-length-328-cov-177.484    -         LSU_rRNA_bacteria    RF02541   hmm     1262     1692        3      327      +     -    6 0.45   0.1  153.7   7.6e-44 !   -
ERZ477576.733482-NODE-733482-length-239-cov-0.86413    -         LSU_rRNA_bacteria    RF02541   hmm     1708     1931      239        1      -     -    6 0.56   0.1  153.3     1e-43 !   -
ERZ477576.720314-NODE-720314-length-240-cov-2.4        -         LSU_rRNA_bacteria    RF02541   hmm     2127     2363        4      240      +     -    6 0.51   0.1  152.3     2e-43 !   -
ERZ477576.477848-NODE-477848-length-288-cov-1.49356    -         LSU_rRNA_bacteria    RF02541   hmm       47      304      287       13      -     -    6 0.46   0.2  152.0   2.5e-43 !   -
ERZ477576.725032-NODE-725032-length-240-cov-0.978378   -         LSU_rRNA_bacteria    RF02541   hmm     2250     2478      230        1      -     -    6 0.47   0.1  149.4   1.5e-42 !   -
ERZ477576.305432-NODE-305432-length-353-cov-1.35235    -         LSU_rRNA_bacteria    RF02541   hmm       94      450        4      352      +     -    6 0.43   0.6  148.7   2.3e-42 !   -
ERZ477576.956615-NODE-956615-length-215-cov-1.43125    -         LSU_rRNA_bacteria    RF02541   hmm      435      651        2      215      +     -    6 0.51   0.0  148.6   2.5e-42 !   -
ERZ477576.840230-NODE-840230-length-226-cov-2.07602    -         LSU_rRNA_bacteria    RF02541   hmm     1227     1446        2      222      +     -    6 0.59   0.4  147.6     5e-42 !   -
ERZ477576.138817-NODE-138817-length-517-cov-18.171     -         LSU_rRNA_bacteria    RF02541   hmm        9      264      280      515      +     -    6 0.53   0.3  147.5   5.6e-42 !   -
ERZ477576.1073407-NODE-1073407-length-199-cov-6.04167  -         LSU_rRNA_bacteria    RF02541   hmm      492      694        1      199      +     -    6 0.53   0.1  147.1   7.3e-42 !   -
ERZ477576.846715-NODE-846715-length-226-cov-0.894737   -         LSU_rRNA_bacteria    RF02541   hmm        9      234      224        2      -     -    6 0.43   0.2  145.1   2.9e-41 !   -
ERZ477576.321870-NODE-321870-length-344-cov-10.8443    -         LSU_rRNA_bacteria    RF02541   hmm      224      529      343        2      -     -    6 0.43   0.3  145.0   3.1e-41 !   -
ERZ477576.731296-NODE-731296-length-239-cov-1.10326    -         LSU_rRNA_bacteria    RF02541   hmm     1710     1934        1      239      +     -    6 0.52   0.1  144.8   3.6e-41 !   -
ERZ477576.618828-NODE-618828-length-256-cov-1.87065    -         LSU_rRNA_bacteria    RF02541   hmm     1633     1859      243        1      -     -    6 0.51   0.1  144.0   6.4e-41 !   -
ERZ477576.321877-NODE-321877-length-344-cov-8.15225    -         LSU_rRNA_bacteria    RF02541   hmm      224      529        2      343      +     -    6 0.42   0.4  143.2   1.1e-40 !   -
ERZ477576.126558-NODE-126558-length-542-cov-4.15195    -         LSU_rRNA_bacteria    RF02541   hmm     2684     2922      542      302      -     -    6 0.53   0.0  142.7   1.5e-40 !   -
ERZ477576.869549-NODE-869549-length-223-cov-105.339    -         LSU_rRNA_bacteria    RF02541   hmm      899     1119        2      223      +     -    6 0.51   0.2  141.2   4.4e-40 !   -
ERZ477576.936050-NODE-936050-length-217-cov-1.17901    -         LSU_rRNA_bacteria    RF02541   hmm       24      246      217        1      -     -    6 0.54   0.1  141.0   4.9e-40 !   -
ERZ477576.398221-NODE-398221-length-312-cov-2.1751     -         LSU_rRNA_bacteria    RF02541   hmm     1603     1897       19      301      +     -    6 0.39   0.6  140.9   5.5e-40 !   -
ERZ477576.692513-NODE-692513-length-244-cov-1.65608    -         LSU_rRNA_bacteria    RF02541   hmm      858     1097      244        1      -     -    6 0.50   0.1  140.6   6.4e-40 !   -
ERZ477576.1075304-NODE-1075304-length-183-cov-15.375   -         LSU_rRNA_bacteria    RF02541   hmm     2257     2437        3      183      +     -    6 0.52   0.1  140.6   6.6e-40 !   -
ERZ477576.770019-NODE-770019-length-234-cov-1.36872    -         LSU_rRNA_bacteria    RF02541   hmm      843     1075      234        2      -     -    6 0.52   0.0  139.4   1.5e-39 !   -
ERZ477576.47919-NODE-47919-length-900-cov-8.59172      -         LSU_rRNA_bacteria    RF02541   hmm        6      228      218        3      -     -    6 0.50   0.3  138.2   3.6e-39 !   -
ERZ477576.879649-NODE-879649-length-222-cov-12.3413    -         LSU_rRNA_bacteria    RF02541   hmm      731      947      221        5      -     -    6 0.51   0.0  138.2   3.6e-39 !   -
ERZ477576.540261-NODE-540261-length-273-cov-1          -         LSU_rRNA_bacteria    RF02541   hmm      195      469        1      272      +     -    6 0.42   0.8  138.0     4e-39 !   -
ERZ477576.977709-NODE-977709-length-213-cov-1.72785    -         LSU_rRNA_bacteria    RF02541   hmm     2702     2912        2      210      +     -    6 0.47   0.0  136.8   8.9e-39 !   -
ERZ477576.1074386-NODE-1074386-length-191-cov-13.0735  -         LSU_rRNA_bacteria    RF02541   hmm      497      695      191        1      -     -    6 0.52   0.3  136.8   9.5e-39 !   -
ERZ477576.850459-NODE-850459-length-225-cov-1.85882    -         LSU_rRNA_bacteria    RF02541   hmm      623      847      224        1      -     -    6 0.46   0.1  136.3   1.3e-38 !   -
ERZ477576.1078668-NODE-1078668-length-160-cov-130.857  -         LSU_rRNA_bacteria    RF02541   hmm     1835     1988        1      160      +     -    6 0.54   0.0  135.6   2.2e-38 !   -
ERZ477576.934455-NODE-934455-length-217-cov-1.41975    -         LSU_rRNA_bacteria    RF02541   hmm      597      814      216        1      -     -    6 0.51   0.0  135.1   2.9e-38 !   -
ERZ477576.761923-NODE-761923-length-235-cov-1.27778    -         LSU_rRNA_bacteria    RF02541   hmm      545      781      235        1      -     -    6 0.44   0.0  134.8   3.6e-38 !   -
ERZ477576.496987-NODE-496987-length-283-cov-1.47807    -         LSU_rRNA_bacteria    RF02541   hmm      641      912      280        9      -     -    6 0.36   0.0  134.7   3.9e-38 !   -
ERZ477576.671694-NODE-671694-length-247-cov-2.38542    -         LSU_rRNA_bacteria    RF02541   hmm     1054     1302        4      244      +     -    6 0.46   0.7  133.4   9.8e-38 !   -
